# %ECSV 0.9
# ---
# datatype:
# - {name: filenames, datatype: string}
# - {name: filter/grism, datatype: object}
# - {name: ivisit, datatype: int64}
# - {name: iorbit, datatype: int64}
# - {name: t_mjd, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: scan, datatype: int64}
# - {name: exp, datatype: float64}
# - {name: t_bjd, datatype: float64}
# schema: astropy-2.0
filenames filter/grism ivisit iorbit t_mjd t_visit t_orbit scan exp t_bjd
ie3201y0q_ima.fits G141 0 1 58888.318183845 97.04933279310353 1.866132002323866 0 69.61676 2458888.8191354494
ie3201y2q_ima.fits G141 0 1 58888.319480139995 98.9159975911025 3.7327968003228307 1 69.61676 2458888.8204317843
ie3201y4q_ima.fits G141 0 1 58888.320776435 100.78266239957884 5.599461608799174 0 69.61676 2458888.821728119
ie3201y6q_ima.fits G141 0 1 58888.322072735 102.64933439553715 7.466133604757488 1 69.61676 2458888.8230244583
ie3201y7q_ima.fits G141 0 1 58888.32336903 104.51599919353612 9.332798402756453 0 69.61676 2458888.8243207913
ie3201y9q_ima.fits G141 0 1 58888.324665325 106.38266400201246 11.199463211232796 1 69.61676 2458888.825617124
ie3201ybq_ima.fits G141 0 1 58888.32596162 108.24932880001143 13.066128009231761 0 69.61676 2458888.826913455
ie3201ydq_ima.fits G141 0 1 58888.32725773 110.11572720017284 14.932526409393176 1 69.61676 2458888.8282095995
ie3201yeq_ima.fits G141 0 1 58888.328554215 111.9826655939687 16.79946480318904 0 69.61676 2458888.8295061174
ie3201ygq_ima.fits G141 0 1 58888.329850509996 113.84933039196767 18.666129601188004 1 69.61676 2458888.830802444
ie3201yiq_ima.fits G141 0 1 58888.331146805 115.71599520044401 20.532794409664348 0 69.61676 2458888.8320987695
ie3201ykq_ima.fits G141 0 1 58888.332443105 117.58266719640233 22.39946640562266 1 69.61676 2458888.833395098
ie3201ylq_ima.fits G141 0 1 58888.3337394 119.44933199440129 24.266131203621626 0 69.61676 2458888.8346914193
ie3201ynq_ima.fits G141 0 1 58888.335035694996 121.31599679240026 26.13279600162059 1 69.61676 2458888.8359877393
ie3201ypq_ima.fits G141 0 1 58888.336331989995 123.18266159039922 27.999460799619555 0 69.61676 2458888.837284058
ie3201yrq_ima.fits G141 0 1 58888.337628099995 125.04905999056064 29.86585919978097 1 69.61676 2458888.8385801897
ie3201ysq_ima.fits G141 0 1 58888.338924585 126.91599839483388 31.732797604054213 0 69.61676 2458888.8398766946
ie3201yuq_ima.fits G141 0 1 58888.340220879996 128.78266319283284 33.59946240205318 1 69.61676 2458888.841173008
ie3201ywq_ima.fits G141 0 1 58888.341517175 130.6493280013092 35.46612721052952 0 69.61676 2458888.842469321
ie3201yyq_ima.fits G141 0 1 58888.34281329 132.51573359942995 37.332532808650285 1 69.61676 2458888.8437654525
ie3201yzq_ima.fits G141 0 1 58888.34410977 134.38266479526646 39.1994640044868 0 69.61676 2458888.845061947
ie3201z1q_ima.fits G141 0 1 58888.345406065 136.24932959326543 41.066128802485764 1 69.61676 2458888.8463582564
ie3201z3q_ima.fits G141 0 1 58888.346702359995 138.1159943912644 42.93279360048473 0 69.61676 2458888.8476545657
ie3201z5q_ima.fits G141 0 1 58888.34799866 139.9826663977001 44.79946560692042 1 69.61676 2458888.8489508787
ie3201z6q_ima.fits G141 0 1 58888.349294955 141.84933119569905 46.666130404919386 0 69.61676 2458888.8502471866
ie3201z8q_ima.fits G141 0 1 58888.35059125 143.71599599369802 48.53279520291835 1 69.61676 2458888.8515434945
ie3201zaq_ima.fits F130N 0 2 58888.38299903 190.38319919840433 0.0 -1 1.706054 2458888.88395196
ie3201zbq_ima.fits G141 0 2 58888.384294955 192.2493312007282 1.866132002323866 0 69.61676 2458888.8852479253
ie3201zdq_ima.fits G141 0 2 58888.38559125 194.11599599872716 3.7327968003228307 1 69.61676 2458888.8865442607
ie3201zfq_ima.fits G141 0 2 58888.38688736 195.98239439888857 5.599195200484246 0 69.61676 2458888.88784041
ie3201zhq_ima.fits G141 0 2 58888.388183845 197.84933280316181 7.466133604757488 1 69.61676 2458888.8891369347
ie3201ziq_ima.fits G141 0 2 58888.389479955 199.71573120332323 9.332532004918903 0 69.61676 2458888.890433083
ie3201zkq_ima.fits G141 0 2 58888.390776435 201.58266239915974 11.199463200755417 1 69.61676 2458888.8917295993
ie3201zmq_ima.fits G141 0 2 58888.392072735 203.44933439511806 13.06613519671373 0 69.61676 2458888.8930259356
ie3201zoq_ima.fits G141 0 2 58888.393369030004 205.3159992035944 14.932800005190074 1 69.61676 2458888.8943222654
ie3201zpq_ima.fits G141 0 2 58888.394665325 207.18266400159337 16.79946480318904 0 69.61676 2458888.8956185933
ie3201zrq_ima.fits G141 0 2 58888.39596162 209.04932879959233 18.666129601188004 1 69.61676 2458888.89691492
ie3201ztq_ima.fits G141 0 2 58888.397257915 210.9159935975913 20.53279439918697 0 69.61676 2458888.898211245
ie3201zvq_ima.fits G141 0 2 58888.398554215004 212.782665604027 22.39946640562266 1 69.61676 2458888.899507574
ie3201zwq_ima.fits G141 0 2 58888.39985051 214.64933040202595 24.266131203621626 0 69.61676 2458888.900803895
ie3201zyq_ima.fits G141 0 2 58888.401146805 216.51599520002492 26.13279600162059 1 69.61676 2458888.902100215
ie3201a1q_ima.fits G141 0 2 58888.402443105 218.38266719598323 27.999467997578904 0 69.61676 2458888.9033965385
ie3201a3q_ima.fits G141 0 2 58888.403739400004 220.24933200445957 29.866132806055248 1 69.61676 2458888.9046928557
ie3201a4q_ima.fits G141 0 2 58888.405035695 222.11599680245854 31.732797604054213 0 69.61676 2458888.9059891705
ie3201a6q_ima.fits G141 0 2 58888.40633199 223.9826616004575 33.59946240205318 1 69.61676 2458888.9072854845
ie3201a8q_ima.fits G141 0 2 58888.407628285 225.84932639845647 35.46612720005214 0 69.61676 2458888.9085817966
ie3201aaq_ima.fits G141 0 2 58888.408924585 227.71599839441478 37.332799196010455 1 69.61676 2458888.9098781133
ie3201abq_ima.fits G141 0 2 58888.41022088 229.58266320289113 39.1994640044868 0 69.61676 2458888.9111744235
ie3201adq_ima.fits G141 0 2 58888.411517175 231.4493280008901 41.066128802485764 1 69.61676 2458888.912470733
ie3201afq_ima.fits G141 0 2 58888.412813475 233.3159999968484 42.93280079844408 0 69.61676 2458888.9137670468
ie3201ahq_ima.fits G141 0 2 58888.414109770005 235.18266480532475 44.79946560692042 1 69.61676 2458888.9150633556
ie3201aiq_ima.fits G141 0 2 58888.415406065 237.0493296033237 46.666130404919386 0 69.61676 2458888.9163596635
ie3201akq_ima.fits G141 0 2 58888.41670236 238.91599440132268 48.53279520291835 1 69.61676 2458888.9176559714
ie3201amq_ima.fits F130N 0 3 58888.449121804995 285.59999519144185 0.0 -1 1.706054 2458888.950076101
ie3201anq_ima.fits G141 0 3 58888.450417545 287.46586079592817 1.8658656044863164 0 69.61676 2458888.951371881
ie3201apq_ima.fits G141 0 3 58888.451713845 289.33253280236386 3.7325376109220088 1 69.61676 2458888.952668221
ie3201aqq_ima.fits G141 0 3 58888.45301014 291.1991976003628 5.5992024089209735 0 69.61676 2458888.9539645556
ie3201arq_ima.fits G141 0 3 58888.454306435 293.0658623983618 7.465867206919938 1 69.61676 2458888.9552608896
ie3201asq_ima.fits G141 0 3 58888.455602735 294.9325343943201 9.332539202878252 0 69.61676 2458888.9565572278
ie3201atq_ima.fits G141 0 3 58888.45689903 296.79919920279644 11.199204011354595 1 69.61676 2458888.95785356
ie3201auq_ima.fits G141 0 3 58888.458195325 298.6658640007954 13.06586880935356 0 69.61676 2458888.959149891
ie3201avq_ima.fits G141 0 3 58888.45949162 300.5325287987944 14.932533607352525 1 69.61676 2458888.9604462204
ie3201awq_ima.fits G141 0 3 58888.460787915 302.39919359679334 16.79919840535149 0 69.61676 2458888.9617425487
ie3201axq_ima.fits G141 0 3 58888.462084215 304.26586560322903 18.665870411787182 1 69.61676 2458888.9630388804
ie3201ayq_ima.fits G141 0 3 58888.46338051 306.132530401228 20.532535209786147 0 69.61676 2458888.964335205
ie3201azq_ima.fits G141 0 3 58888.464676805 307.99919519922696 22.39920000778511 1 69.61676 2458888.9656315283
ie3201b0q_ima.fits G141 0 3 58888.465973105 309.8658671951853 24.265872003743425 0 69.61676 2458888.9669278553
ie3201b1q_ima.fits G141 0 3 58888.467269400004 311.7325320036616 26.13253681221977 1 69.61676 2458888.9682241757
ie3201b2q_ima.fits G141 0 3 58888.46856588 313.59946319949813 27.999468008056283 0 69.61676 2458888.9695206787
ie3201b3q_ima.fits G141 0 3 58888.46986199 315.46586159965955 29.8658664082177 1 69.61676 2458888.9708168106
ie3201b4q_ima.fits G141 0 3 58888.471158285 317.3325263976585 31.732531206216663 0 69.61676 2458888.972113126
ie3201b5q_ima.fits G141 0 3 58888.472454585004 319.1991984040942 33.599203212652355 1 69.61676 2458888.973409445
ie3201b6q_ima.fits G141 0 3 58888.47375088 321.06586320209317 35.46586801065132 0 69.61676 2458888.974705757
ie3201b7q_ima.fits G141 0 3 58888.475047175 322.93252800009213 37.332532808650285 1 69.61676 2458888.9760020687
ie3201b8q_ima.fits G141 0 3 58888.476343475 324.79919999605045 39.1992048046086 0 69.61676 2458888.977298384
ie3201b9q_ima.fits G141 0 3 58888.477639770004 326.6658648045268 41.06586961308494 1 69.61676 2458888.978594694
ie3201baq_ima.fits G141 0 3 58888.478936065 328.53252960252576 42.93253441108391 0 69.61676 2458888.9798910026
ie3201bbq_ima.fits G141 0 3 58888.48023236 330.3991944005247 44.79919920908287 1 69.61676 2458888.981187311
ie3201bcq_ima.fits G141 0 3 58888.48152866 332.26586639648303 46.665871205041185 0 69.61676 2458888.982483624
ie3201bdq_ima.fits G141 0 3 58888.482824955 334.132531194482 48.53253600304015 1 69.61676 2458888.9837799324
ie3202mtq_ima.fits F130N 1 0 58946.8363804 0.0 0.0 -1 1.706054 2458947.3380681835
ie3202muq_ima.fits G141 1 0 58946.83767614 1.8658656044863164 1.8658656044863164 0 69.61676 2458947.3393639354
ie3202mvq_ima.fits G141 1 0 58946.838972435 3.7325304024852812 3.7325304024852812 1 69.61676 2458947.3406602414
ie3202mxq_ima.fits G141 1 0 58946.84026873 5.599195200484246 5.599195200484246 0 69.61676 2458947.3419565475
ie3202mzq_ima.fits G141 1 0 58946.84156503 7.465867206919938 7.465867206919938 1 69.61676 2458947.3432528577
ie3202n1q_ima.fits G141 1 0 58946.842861325 9.332532004918903 9.332532004918903 0 69.61676 2458947.3445491623
ie3202n2q_ima.fits G141 1 0 58946.84415762 11.199196802917868 11.199196802917868 1 69.61676 2458947.3458454665
ie3202n4q_ima.fits G141 1 0 58946.84545392 13.06586880935356 13.06586880935356 0 69.61676 2458947.3471417744
ie3202n6q_ima.fits G141 1 0 58946.846750215 14.932533607352525 14.932533607352525 1 69.61676 2458947.348438077
ie3202n8q_ima.fits G141 1 0 58946.84804651 16.79919840535149 16.79919840535149 0 69.61676 2458947.3497343785
ie3202n9q_ima.fits G141 1 0 58946.849342805 18.665863203350455 18.665863203350455 1 69.61676 2458947.3510306785
ie3202nbq_ima.fits G141 1 0 58946.8506391 20.53252800134942 20.53252800134942 0 69.61676 2458947.3523269785
ie3202ndq_ima.fits G141 1 0 58946.8519354 22.39920000778511 22.39920000778511 1 69.61676 2458947.3536232817
ie3202ngq_ima.fits G141 1 0 58946.853231695 24.265864805784076 24.265864805784076 0 69.61676 2458947.354919579
ie3202nhq_ima.fits G141 1 0 58946.85452799 26.13252960378304 26.13252960378304 1 69.61676 2458947.356215875
ie3202njq_ima.fits G141 1 0 58946.85582429 27.999201610218734 27.999201610218734 0 69.61676 2458947.3575121756
ie3202nlq_ima.fits G141 1 0 58946.857120585 29.8658664082177 29.8658664082177 1 69.61676 2458947.35880847
ie3202nnq_ima.fits G141 1 0 58946.85841688 31.732531206216663 31.732531206216663 0 69.61676 2458947.3601047634
ie3202noq_ima.fits G141 1 0 58946.859713175 33.59919600421563 33.59919600421563 1 69.61676 2458947.361401056
ie3202nqq_ima.fits G141 1 0 58946.861009475004 35.46586801065132 35.46586801065132 0 69.61676 2458947.3626973527
ie3202nsq_ima.fits G141 1 0 58946.86230577 37.332532808650285 37.332532808650285 1 69.61676 2458947.3639936442
ie3202nuq_ima.fits G141 1 0 58946.863602065 39.19919760664925 39.19919760664925 0 69.61676 2458947.3652899344
ie3202nvq_ima.fits G141 1 0 58946.86489836 41.065862404648215 41.065862404648215 1 69.61676 2458947.3665862246
ie3202nxq_ima.fits G141 1 0 58946.866194660004 42.93253441108391 42.93253441108391 0 69.61676 2458947.3678825195
ie3202nzq_ima.fits G141 1 0 58946.867490955 44.79919920908287 44.79919920908287 1 69.61676 2458947.3691788097
ie3202o1q_ima.fits G141 1 0 58946.86878725 46.66586400708184 46.66586400708184 0 69.61676 2458947.370475099
ie3202o2q_ima.fits G141 1 0 58946.870083545 48.5325288050808 48.5325288050808 1 69.61676 2458947.3717713887
ie3202o4q_ima.fits F130N 1 1 58946.899459105 90.8333352045156 0.0 -1 1.706054 2458947.4011470205
ie3202o5q_ima.fits G141 1 1 58946.900754845 92.69920080900192 1.8658656044863164 0 69.61676 2458947.4024427715
ie3202o7q_ima.fits G141 1 1 58946.90205114 94.56586560700089 3.7325304024852812 1 69.61676 2458947.4037390784
ie3202o9q_ima.fits G141 1 1 58946.903347435 96.43253040499985 5.599195200484246 0 69.61676 2458947.4050353845
ie3202obq_ima.fits G141 1 1 58946.904643735004 98.29920241143554 7.465867206919938 1 69.61676 2458947.4063316956
ie3202ocq_ima.fits G141 1 1 58946.90594003 100.16586720943451 9.332532004918903 0 69.61676 2458947.4076280016
ie3202oeq_ima.fits G141 1 1 58946.907236325 102.03253200743347 11.199196802917868 1 69.61676 2458947.408924307
ie3202ogq_ima.fits G141 1 1 58946.90853262 103.89919680543244 13.065861600916833 0 69.61676 2458947.410220612
ie3202oiq_ima.fits G141 1 1 58946.909828915 105.7658616034314 14.932526398915797 1 69.61676 2458947.411516916
ie3202ojq_ima.fits G141 1 1 58946.911125215 107.6325336098671 16.79919840535149 0 69.61676 2458947.4128132244
ie3202olq_ima.fits G141 1 1 58946.91242151 109.49919840786606 18.665863203350455 1 69.61676 2458947.414109527
ie3202onq_ima.fits G141 1 1 58946.913717805 111.36586320586503 20.53252800134942 0 69.61676 2458947.415405829
ie3202opq_ima.fits G141 1 1 58946.915014105 113.23253520182334 22.399199997307733 1 69.61676 2458947.4167021345
ie3202oqq_ima.fits G141 1 1 58946.9163104 115.09920001029968 24.265864805784076 0 69.61676 2458947.417998434
ie3202osq_ima.fits G141 1 1 58946.917606695 116.96586480829865 26.13252960378304 1 69.61676 2458947.419294733
ie3202ouq_ima.fits G141 1 1 58946.91890299 118.83252960629761 27.999194401782006 0 69.61676 2458947.4205910307
ie3202owq_ima.fits G141 1 1 58946.920199285 120.69919440429658 29.86585919978097 1 69.61676 2458947.421887327
ie3202oxq_ima.fits G141 1 1 58946.921495585004 122.56586641073227 31.732531206216663 0 69.61676 2458947.4231836274
ie3202ozq_ima.fits G141 1 1 58946.92279188 124.43253120873123 33.59919600421563 1 69.61676 2458947.4244799227
ie3202p1q_ima.fits G141 1 1 58946.924088175 126.2991960067302 35.46586080221459 0 69.61676 2458947.425776216
ie3202p3q_ima.fits G141 1 1 58946.925384475 128.1658680026885 37.332532798172906 1 69.61676 2458947.427072514
ie3202p4q_ima.fits G141 1 1 58946.926680770004 130.03253281116486 39.19919760664925 0 69.61676 2458947.428368806
ie3202p6q_ima.fits G141 1 1 58946.927977065 131.89919760916382 41.065862404648215 1 69.61676 2458947.4296650975
ie3202p8q_ima.fits G141 1 1 58946.92927336 133.76586240716279 42.93252720264718 0 69.61676 2458947.4309613886
ie3202paq_ima.fits G141 1 1 58946.930569660006 135.63253441359848 44.79919920908287 1 69.61676 2458947.432257684
ie3202pbq_ima.fits G141 1 1 58946.931865955004 137.49919921159744 46.66586400708184 0 69.61676 2458947.4335539737
ie3202pdq_ima.fits G141 1 1 58946.93316225 139.3658640095964 48.5325288050808 1 69.61676 2458947.434850264
ie3202pfq_ima.fits F130N 1 2 58946.965535580006 185.98345921374857 0.0 -1 1.706054 2458947.467223652
ie3202pgq_ima.fits G141 1 2 58946.966831325 187.84933200571686 1.865872791968286 0 69.61676 2458947.4685194087
ie3202piq_ima.fits G141 1 2 58946.96812762 189.71599680371583 3.732537589967251 1 69.61676 2458947.4698157148
ie3202pkq_ima.fits G141 1 2 58946.96942392 191.58266881015152 5.599209596402943 0 69.61676 2458947.471112026
ie3202pmq_ima.fits G141 1 2 58946.970720215 193.44933360815048 7.465874394401908 1 69.61676 2458947.472408332
ie3202pnq_ima.fits G141 1 2 58946.97201651 195.31599840614945 9.332539192400873 0 69.61676 2458947.473704638
ie3202ppq_ima.fits G141 1 2 58946.973312805 197.1826632041484 11.199203990399837 1 69.61676 2458947.475000943
ie3202prq_ima.fits G141 1 2 58946.9746091 199.04932800214738 13.065868788398802 0 69.61676 2458947.4762972477
ie3202ptq_ima.fits G141 1 2 58946.9759054 200.91600000858307 14.932540794834495 1 69.61676 2458947.477593557
ie3202puq_ima.fits G141 1 2 58946.977201695 202.78266480658203 16.79920559283346 0 69.61676 2458947.4788898607
ie3202pwq_ima.fits G141 1 2 58946.97849799 204.649329604581 18.665870390832424 1 69.61676 2458947.480186163
ie3202pyq_ima.fits G141 1 2 58946.979794290004 206.5160016110167 20.532542397268116 0 69.61676 2458947.4814824695
ie3202q0q_ima.fits G141 1 2 58946.981090585 208.38266640901566 22.39920719526708 1 69.61676 2458947.48277877
ie3202q1q_ima.fits G141 1 2 58946.98238688 210.24933120701462 24.265871993266046 0 69.61676 2458947.48407507
ie3202q3q_ima.fits G141 1 2 58946.983683175 212.11599600501359 26.13253679126501 1 69.61676 2458947.4853713685
ie3202q5q_ima.fits G141 1 2 58946.984979475004 213.98266801144928 27.999208797700703 0 69.61676 2458947.4866676712
ie3202q7q_ima.fits G141 1 2 58946.98627577 215.84933280944824 29.865873595699668 1 69.61676 2458947.4879639675
ie3202q8q_ima.fits G141 1 2 58946.987572065 217.7159976074472 31.732538393698633 0 69.61676 2458947.4892602633
ie3202qaq_ima.fits G141 1 2 58946.98886836 219.58266240544617 33.5992031916976 1 69.61676 2458947.490556558
ie3202qcq_ima.fits G141 1 2 58946.990164660005 221.44933441188186 35.46587519813329 0 69.61676 2458947.4918528567
ie3202qeq_ima.fits G141 1 2 58946.991460955 223.31599920988083 37.332539996132255 1 69.61676 2458947.4931491497
ie3202qfq_ima.fits G141 1 2 58946.99275725 225.1826640078798 39.19920479413122 0 69.61676 2458947.4944454418
ie3202qhq_ima.fits G141 1 2 58946.994053545 227.04932880587876 41.065869592130184 1 69.61676 2458947.4957417333
ie3202qjq_ima.fits G141 1 2 58946.995349845005 228.91600081231445 42.93254159856588 0 69.61676 2458947.497038029
ie3202qlq_ima.fits G141 1 2 58946.99664614 230.78266561031342 44.79920639656484 1 69.61676 2458947.4983343193
ie3202qmq_ima.fits G141 1 2 58946.997942435 232.64933040831238 46.665871194563806 0 69.61676 2458947.49963061
ie3202qoq_ima.fits G141 1 2 58946.99923873 234.51599520631135 48.53253599256277 1 69.61676 2458947.5009268997
ie3202r5q_ima.fits F130N 1 3 58947.03161188 281.13333120010793 0.0 -1 1.706054 2458947.533300107
ie3202r6q_ima.fits G141 1 3 58947.03290762 282.99919680459425 1.8658656044863164 0 69.61676 2458947.5345958583
ie3202r8q_ima.fits G141 1 3 58947.034203920004 284.86586881102994 3.7325376109220088 1 69.61676 2458947.5358921695
ie3202r9q_ima.fits G141 1 3 58947.035500215 286.7325336090289 5.5992024089209735 0 69.61676 2458947.5371884755
ie3202raq_ima.fits G141 1 3 58947.03679651 288.59919840702787 7.465867206919938 1 69.61676 2458947.538484782
ie3202rcq_ima.fits G141 1 3 58947.038092805 290.46586320502684 9.332532004918903 0 69.61676 2458947.5397810875
ie3202rdq_ima.fits G141 1 3 58947.0393891 292.3325280030258 11.199196802917868 1 69.61676 2458947.5410773926
ie3202req_ima.fits G141 1 3 58947.0406854 294.1992000094615 13.06586880935356 0 69.61676 2458947.542373702
ie3202riq_ima.fits G141 1 3 58947.041981695 296.06586480746046 14.932533607352525 1 69.61676 2458947.5436700066
ie3202rpq_ima.fits G141 1 3 58947.04327799 297.9325296054594 16.79919840535149 0 69.61676 2458947.5449663093
ie3202rqq_ima.fits G141 1 3 58947.044574290005 299.7992016118951 18.665870411787182 1 69.61676 2458947.5462626168
ie3202rrq_ima.fits G141 1 3 58947.045870585 301.6658664098941 20.532535209786147 0 69.61676 2458947.5475589186
ie3202rsq_ima.fits G141 1 3 58947.04716688 303.53253120789304 22.39920000778511 1 69.61676 2458947.5488552195
ie3202rtq_ima.fits G141 1 3 58947.048463175 305.399196005892 24.265864805784076 0 69.61676 2458947.550151519
ie3202ruq_ima.fits G141 1 3 58947.049759475005 307.2658680123277 26.13253681221977 1 69.61676 2458947.5514478222
ie3202rwq_ima.fits G141 1 3 58947.05105577 309.13253281032667 27.999201610218734 0 69.61676 2458947.55274412
ie3202rxq_ima.fits G141 1 3 58947.052352065 310.99919760832563 29.8658664082177 1 69.61676 2458947.5540404166
ie3202ryq_ima.fits G141 1 3 58947.05364836 312.8658624063246 31.732531206216663 0 69.61676 2458947.5553367124
ie3202rzq_ima.fits G141 1 3 58947.054944660005 314.7325344127603 33.599203212652355 1 69.61676 2458947.556633012
ie3202s0q_ima.fits G141 1 3 58947.056240955004 316.59919921075925 35.46586801065132 0 69.61676 2458947.5579293054
ie3202s1q_ima.fits G141 1 3 58947.05753725 318.4658640087582 37.332532808650285 1 69.61676 2458947.559225599
ie3202s3q_ima.fits G141 1 3 58947.058833545 320.3325288067572 39.19919760664925 0 69.61676 2458947.560521891
ie3202s4q_ima.fits G141 1 3 58947.060129845006 322.1992008131929 41.06586961308494 1 69.61676 2458947.5618181876
ie3202s5q_ima.fits G141 1 3 58947.061426140004 324.06586561119184 42.93253441108391 0 69.61676 2458947.5631144783
ie3202s6q_ima.fits G141 1 3 58947.062722435 325.9325304091908 44.79919920908287 1 69.61676 2458947.564410769
ie3202s7q_ima.fits G141 1 3 58947.06401873 327.79919520718977 46.66586400708184 0 69.61676 2458947.565707059
ie3202s8q_ima.fits G141 1 3 58947.065315030006 329.66586721362546 48.53253601351753 1 69.61676 2458947.567003354
ie3203ekq_ima.fits F130N 2 0 59120.317334415 0.0 0.0 -1 1.706054 2459120.8164546597
ie3203elq_ima.fits G141 2 0 59120.318630155 1.8658656044863164 1.8658656044863164 0 69.61676 2459120.8177504004
ie3203emq_ima.fits G141 2 0 59120.319926455 3.73253760044463 3.73253760044463 1 69.61676 2459120.819046701
ie3203eoq_ima.fits G141 2 0 59120.321222750004 5.5992024089209735 5.5992024089209735 0 69.61676 2459120.8203429957
ie3203eqq_ima.fits G141 2 0 59120.322519045 7.465867206919938 7.465867206919938 1 69.61676 2459120.82163929
ie3203esq_ima.fits G141 2 0 59120.32381534 9.332532004918903 9.332532004918903 0 69.61676 2459120.822935584
ie3203etq_ima.fits G141 2 0 59120.32511164 11.199204000877216 11.199204000877216 1 69.61676 2459120.824231882
ie3203evq_ima.fits G141 2 0 59120.326407935 13.065868798876181 13.065868798876181 0 69.61676 2459120.8255281746
ie3203exq_ima.fits G141 2 0 59120.32770423 14.932533607352525 14.932533607352525 1 69.61676 2459120.8268244658
ie3203ezq_ima.fits G141 2 0 59120.329000525 16.79919840535149 16.79919840535149 0 69.61676 2459120.8281207564
ie3203f0q_ima.fits G141 2 0 59120.330296825 18.665870401309803 18.665870401309803 1 69.61676 2459120.829417051
ie3203f2q_ima.fits G141 2 0 59120.331593120005 20.532535209786147 20.532535209786147 0 69.61676 2459120.830713339
ie3203f4q_ima.fits G141 2 0 59120.332889415 22.39920000778511 22.39920000778511 1 69.61676 2459120.832009626
ie3203f6q_ima.fits G141 2 0 59120.334185715 24.265872003743425 24.265872003743425 0 69.61676 2459120.833305917
ie3203f7q_ima.fits G141 2 0 59120.33548201 26.13253680174239 26.13253680174239 1 69.61676 2459120.8346022028
ie3203f9q_ima.fits G141 2 0 59120.336778305 27.999201599741355 27.999201599741355 0 69.61676 2459120.8358984864
ie3203fbq_ima.fits G141 2 0 59120.338074600004 29.8658664082177 29.8658664082177 1 69.61676 2459120.837194769
ie3203fdq_ima.fits G141 2 0 59120.339370895 31.732531206216663 31.732531206216663 0 69.61676 2459120.838491051
ie3203feq_ima.fits G141 2 0 59120.340667195 33.59920320217498 33.59920320217498 1 69.61676 2459120.839787337
ie3203fgq_ima.fits G141 2 0 59120.341963490006 35.46586801065132 35.46586801065132 0 69.61676 2459120.841083617
ie3203fiq_ima.fits G141 2 0 59120.343259785004 37.332532808650285 37.332532808650285 1 69.61676 2459120.842379896
ie3203fkq_ima.fits G141 2 0 59120.344556085 39.1992048046086 39.1992048046086 0 69.61676 2459120.8436761796
ie3203flq_ima.fits G141 2 0 59120.34585238 41.06586960260756 41.06586960260756 1 69.61676 2459120.844972458
ie3203fnq_ima.fits G141 2 0 59120.347148675 42.93253440060653 42.93253440060653 0 69.61676 2459120.846268736
ie3203fpq_ima.fits G141 2 0 59120.348444970004 44.79919920908287 44.79919920908287 1 69.61676 2459120.847565013
ie3203ftq_ima.fits G141 2 0 59120.349741265 46.66586400708184 46.66586400708184 0 69.61676 2459120.8488612906
ie3203fuq_ima.fits G141 2 0 59120.351037565 48.53253600304015 48.53253600304015 1 69.61676 2459120.850157573
ie3203fzq_ima.fits F130N 2 1 59120.38115386 91.90000080037862 0.0 -1 1.706054 2459120.880273668
ie3203g0q_ima.fits G141 2 1 59120.382449785 93.76613280270249 1.866132002323866 0 69.61676 2459120.8815695937
ie3203g2q_ima.fits G141 2 1 59120.383746085 95.6328047986608 3.7328039982821792 1 69.61676 2459120.8828658946
ie3203g4q_ima.fits G141 2 1 59120.38504238 97.49946960713714 5.599468806758523 0 69.61676 2459120.8841621904
ie3203g6q_ima.fits G141 2 1 59120.38633849 99.36586800729856 7.465867206919938 1 69.61676 2459120.8854583004
ie3203g7q_ima.fits G141 2 1 59120.38763497 101.23279920313507 9.332798402756453 0 69.61676 2459120.88675478
ie3203g9q_ima.fits G141 2 1 59120.38893108 103.09919760329649 11.199196802917868 1 69.61676 2459120.8880508896
ie3203gbq_ima.fits G141 2 1 59120.390227565 104.96613600756973 13.06613520719111 0 69.61676 2459120.8893473735
ie3203gdq_ima.fits G141 2 1 59120.39152386 106.8328008055687 14.932800005190074 1 69.61676 2459120.8906436665
ie3203geq_ima.fits G141 2 1 59120.392820155 108.69946560356766 16.79946480318904 0 69.61676 2459120.8919399586
ie3203ggq_ima.fits G141 2 1 59120.39411627 110.56587120168842 18.665870401309803 1 69.61676 2459120.89323607
ie3203giq_ima.fits G141 2 1 59120.395412750004 112.43280240800232 20.532801607623696 0 69.61676 2459120.8945325455
ie3203gkq_ima.fits G141 2 1 59120.396709045 114.29946720600128 22.39946640562266 1 69.61676 2459120.8958288347
ie3203glq_ima.fits G141 2 1 59120.39800534 116.16613200400025 24.266131203621626 0 69.61676 2459120.8971251226
ie3203gnq_ima.fits G141 2 1 59120.399301640005 118.03280401043594 26.132803210057318 1 69.61676 2459120.898421415
ie3203gpq_ima.fits G141 2 1 59120.400597935004 119.8994688084349 27.999468008056283 0 69.61676 2459120.8997177007
ie3203grq_ima.fits G141 2 1 59120.40189423 121.76613360643387 29.866132806055248 1 69.61676 2459120.9010139853
ie3203gsq_ima.fits G141 2 1 59120.403190525 123.63279840443283 31.732797604054213 0 69.61676 2459120.902310269
ie3203guq_ima.fits G141 2 1 59120.404486825 125.49947040039115 33.599469600012526 1 69.61676 2459120.903606557
