# %ECSV 0.9
# ---
# datatype:
# - {name: nspectra, datatype: float64}
# - {name: t_mjd, datatype: float64}
# - {name: numoutliers, datatype: float64}
# - {name: skymedian, datatype: float64}
# - {name: shift, datatype: float64}
# - {name: '# nans', datatype: float64}
# schema: astropy-2.0
nspectra t_mjd numoutliers skymedian shift "# nans"
45.0 58888.34281329 29.0 27.555198669433594 0.0 0.0
46.0 58888.34410977 23.0 28.157583236694336 0.0 0.0
47.0 58888.345406065 31.0 27.227760314941406 0.0 0.0
48.0 58888.346702359995 26.0 27.50152587890625 0.0 0.0
49.0 58888.34799866 35.0 26.76275634765625 0.0 0.0
50.0 58888.349294955 22.0 27.743619918823242 0.0 0.0
51.0 58888.35059125 34.0 27.171527862548828 0.0 0.0
52.0 58888.384294955 27.0 32.77656555175781 0.0 0.0
53.0 58888.38559125 31.0 32.879947662353516 0.0 0.0
54.0 58888.38688736 23.0 33.60979080200195 0.0 0.0
55.0 58888.388183845 33.0 32.99596405029297 0.0 0.0
56.0 58888.389479955 31.0 33.12943649291992 0.0 0.0
57.0 58888.390776435 31.0 31.05073356628418 0.0 0.0
58.0 58888.392072735 26.0 30.381629943847656 0.0 0.0
