######################################################################################################################
# 
# Limb Darkening Calculations v.1.0. 
# 
# Limb-darkening coefficients for linear (a), quadratic (u1,u2), three parameter (b1,b2,b3) 
# non-linear (c1,c2,c3,c4), logarithmic (l1,l2), exponential (e1,e2) and square-root laws (s1,s2).
# 
# Author:       Nestor Espinoza (nespino@astro.puc.cl) 
# 
# Contributors: Benjamin Rackham (brackham@email.arizona.com) 
#               Andres Jordan    (ajordan@astro.puc.cl) 
#               Ashley Villar    (vvillar@cfa.harvard.edu) 
# 
# DISCLAIMER: If you make use of this code for your research, please consider citing Espinoza & Jordan (2015)
# 
#---------------------------------------------------------------------------------------------------------------------------------------------
# Name	LD fit	RF	T_eff	log(g)	[M/H]	vturb	a       	u1      	u2      	b1      	b2      	b3      	c1      	 c2      	c3      	c4      	l1      	l2      	e1      	e2              	s1      	s2      
1.15	1.2	0.3428733437328952	0.2619367652504907	0.14073731185086286	0.8891293660540369	-0.5952054504568064	0.14045091084487246	0.44829572096454656	-0.018022904314276635	0.20514623513298963	-0.1196333633060382	0.4510593996326757	0.17431677576835347	0.29414525682594145	-0.013228562168922946	0.018902554269965205	0.5298405168455218
1.2	1.25	0.3349816611754379	0.25071540827524486	0.14652051793333898	0.9159274032294646	-0.6407617144415426	0.15619455366721222	0.4051869133153	0.09598414988905758	0.08266652365309583	-0.07889758878841525	0.4476409551083254	0.1815315623624156	0.28396558138617267	-0.01384898266901699	-0.002449435971651307	0.5518463461777274
1.25	1.3	0.31134652972128035	0.22121158822822978	0.1567164461916606	1.0167061414315268	-0.8299798234787555	0.23539874098288474	0.45152765761188607	0.10295494621408185	-0.023761452463252616	-0.026604438633557964	0.43208767729873493	0.19456329356348404	0.2550058648342039	-0.015293468521656965	-0.05071259706307434	0.592113740229577
1.3	1.35	0.31872130421177675	0.22712341457161014	0.15924853813314738	0.974971847008438	-0.7392518026542539	0.1900124942439664	0.34398338984398447	0.278823934517247	-0.12500369151777074	-0.009611516593537102	0.44121494523811855	0.19739979476459438	0.26265719768482443	-0.015217136860140512	-0.04830856517302097	0.600229124031685
1.35	1.4	0.30784824455509896	0.21371639789971375	0.1636419852584856	1.011627384612993	-0.8103473506058431	0.21921866055397127	0.3519494036376144	0.2993239825332022	-0.18181861945375682	0.014946415131685495	0.4337944810467265	0.20297673549666037	0.2496000358728881	-0.01580862627536211	-0.06968713136493265	0.6173951134898974
1.4	1.45	0.296541390034292	0.20094604523428336	0.16617496091996672	1.0275027507867731	-0.8509748234957385	0.23589077851863988	0.4549186566752978	0.10676141991608107	-0.03849203696962913	-0.028175215783283383	0.4244727285624259	0.20618816637362328	0.23694199464932833	-0.016174087403546273	-0.0870471114543686	0.6272805061362348
1.45	1.5	0.28172043603766905	0.18717797958946472	0.16432859889429824	1.0194402674454566	-0.8671973460583247	0.24541676412927693	1.028225282856086	-1.0617889768242221	0.9694268027409538	-0.3515347392283936	0.408260779947155	0.20396383201008744	0.22253040754830034	-0.0160611865534237	-0.09783321078773774	0.6206629732861689
1.5	1.55	0.2664471642855176	0.1763027815080443	0.15666775883364448	1.0352776235004524	-0.9396250658847065	0.28731639494700073	1.6300894681007225	-2.2644085098614717	1.9724219749118397	-0.6592234933087592	0.38727216525837294	0.19476940369128182	0.2091576168593278	-0.015543629486417137	-0.09635011021788123	0.5932425155530012
1.55	1.6	0.25727609523532513	0.17303584229449742	0.14639338462059584	1.067428180353506	-1.0360459776610218	0.34316715744167603	1.6813495099207054	-2.336220680579906	1.9679023530968105	-0.6332869213922826	0.3704390085732263	0.18243259887642277	0.2023001416427939	-0.014914366063542567	-0.08298989873124532	0.5563836157064797
1.6	1.65	0.2462198665045979	0.16608360358934526	0.13924824939877906	1.1472268433644348	-1.2101059229845341	0.43258051275626236	1.2386477501533615	-1.360391357356215	1.0031527933434343	-0.2868872327075063	0.3542323478457485	0.17414395264296334	0.19098241987765785	-0.014983674228602374	-0.07918576335816638	0.532068749925213
