# %ECSV 0.9
# ---
# datatype:
# - {name: t_mjd, datatype: float64}
# - {name: t_bjd, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: ivisit, datatype: float64}
# - {name: iorbit, datatype: float64}
# - {name: scan, datatype: float64}
# - {name: spec_opt, datatype: float64}
# - {name: var_opt, datatype: float64}
# - {name: spec_box, datatype: float64}
# - {name: var_box, datatype: float64}
# schema: astropy-2.0
t_mjd t_bjd t_visit t_orbit ivisit iorbit scan spec_opt var_opt spec_box var_box
58888.3337394 2458888.8346914193 119.44933199440129 24.266131203621626 0.0 1.0 0.0 928012080.7573354 957181165.0147951 927390052.2098081 958692263.2927464
58888.335035694996 2458888.8359877393 121.31599679240026 26.13279600162059 0.0 1.0 1.0 928734516.3538096 957972359.371638 928240233.5159087 959611936.2069242
58888.336331989995 2458888.837284058 123.18266159039922 27.999460799619555 0.0 1.0 0.0 927933206.726316 957096826.2672541 927329723.774538 958625051.4503593
58888.337628099995 2458888.8385801897 125.04905999056064 29.86585919978097 0.0 1.0 1.0 928736171.123968 957935166.4015293 928231299.6914322 959516360.6732938
58888.338924585 2458888.8398766946 126.91599839483388 31.732797604054213 0.0 1.0 0.0 928104535.3966308 957274627.006643 927492797.0364136 958789749.4629931
58888.340220879996 2458888.841173008 128.78266319283284 33.59946240205318 0.0 1.0 1.0 928858036.7750757 958109243.0150189 928344897.3377959 959719453.5718795
58888.341517175 2458888.842469321 130.6493280013092 35.46612721052952 0.0 1.0 0.0 928078837.1241062 957249740.3398713 927467157.4482477 958764499.5788352
58888.34281329 2458888.8437654525 132.51573359942995 37.332532808650285 0.0 1.0 1.0 928714332.4128165 957911473.7409272 928195272.3568382 959476459.4685864
58888.34410977 2458888.845061947 134.38266479526646 39.1994640044868 0.0 1.0 0.0 928049849.0111017 957209109.9786458 927441089.23838 958740215.6215177
58888.345406065 2458888.8463582564 136.24932959326543 41.066128802485764 0.0 1.0 1.0 928690127.6011258 957884102.9356185 928167971.776171 959448414.7693405
58888.346702359995 2458888.8476545657 138.1159943912644 42.93279360048473 0.0 1.0 0.0 928159992.1305242 957316138.1613702 927547837.1379622 958847805.7992046
58888.34799866 2458888.8489508787 139.9826663977001 44.79946560692042 0.0 1.0 1.0 928823998.8838134 958071055.6117398 928332953.3242877 959704909.725953
58888.349294955 2458888.8502471866 141.84933119569905 46.666130404919386 0.0 1.0 0.0 928041942.1512494 957213601.5660182 927433350.0349321 958733437.8231919
58888.35059125 2458888.8515434945 143.71599599369802 48.53279520291835 0.0 1.0 1.0 928796454.3242818 958050735.7657969 928337883.3542283 959708576.761687
58888.384294955 2458888.8852479253 192.2493312007282 1.866132002323866 0.0 2.0 0.0 925658576.8765256 954824669.4455991 925016051.2028817 956379869.2210217
58888.38559125 2458888.8865442607 194.11599599872716 3.7327968003228307 0.0 2.0 1.0 926957898.515753 956217413.8494871 926455084.6658024 957848705.5957205
58888.38688736 2458888.88784041 195.98239439888857 5.599195200484246 0.0 2.0 0.0 926386122.1437008 955551357.9316825 925768651.427913 957084777.344252
58888.388183845 2458888.8891369347 197.84933280316181 7.466133604757488 0.0 2.0 1.0 927413989.6206563 956664491.1850114 926910037.1102303 958297759.9056399
58888.389479955 2458888.890433083 199.71573120332323 9.332532004918903 0.0 2.0 0.0 926747012.5467278 955922819.690033 926150133.3624419 957460696.2891837
58888.390776435 2458888.8917295993 201.58266239915974 11.199463200755417 0.0 2.0 1.0 927586836.4782493 956841203.1816419 927084726.8676758 958462692.5040437
58888.392072735 2458888.8930259356 203.44933439511806 13.06613519671373 0.0 2.0 0.0 926835892.3537123 956006158.1667452 926234203.0483384 957542497.3493457
58888.393369030004 2458888.8943222654 205.3159992035944 14.932800005190074 0.0 2.0 1.0 927684409.5476793 956938742.1388049 927178820.3813124 958559219.9288812
58888.394665325 2458888.8956185933 207.18266400159337 16.79946480318904 0.0 2.0 0.0 926944887.4390328 956117612.5651797 926343798.7091565 957650660.6424899
58888.39596162 2458888.89691492 209.04932879959233 18.666129601188004 0.0 2.0 1.0 927816540.8164068 957058319.0568196 927314397.3097324 958693729.4541787
58888.397257915 2458888.898211245 210.9159935975913 20.53279439918697 0.0 2.0 0.0 927057572.5283828 956209539.9014004 926456361.8739175 957759266.659826
58888.398554215004 2458888.899507574 212.782665604027 22.39946640562266 0.0 2.0 1.0 927748333.0702778 956997306.5129468 927219529.5631636 958596683.7061235
58888.39985051 2458888.900803895 214.64933040202595 24.266131203621626 0.0 2.0 0.0 927102120.4624581 956266306.4871778 926481706.5583527 957778488.2470723
58888.401146805 2458888.902100215 216.51599520002492 26.13279600162059 0.0 2.0 1.0 927879441.1524172 957129887.9979508 927385961.8145746 958763428.8906631
58888.402443105 2458888.9033965385 218.38266719598323 27.999467997578904 0.0 2.0 0.0 927078129.0528208 956241430.9886093 926499239.8671811 957791547.810179
58888.403739400004 2458888.9046928557 220.24933200445957 29.866132806055248 0.0 2.0 1.0 927826785.1870382 957061632.1604192 927324597.6436557 958703863.9407687
58888.405035695 2458888.9059891705 222.11599680245854 31.732797604054213 0.0 2.0 0.0 927168000.3455677 956323123.3823564 926566417.668951 957861949.1865532
58888.40633199 2458888.9072854845 223.9826616004575 33.59946240205318 0.0 2.0 1.0 927844283.1745999 957089635.2920338 927414528.4380383 958787110.1636341
58888.407628285 2458888.9085817966 225.84932639845647 35.46612720005214 0.0 2.0 0.0 927230365.6857452 956377700.1997573 926617389.2572999 957914647.116597
58888.408924585 2458888.9098781133 227.71599839441478 37.332799196010455 0.0 2.0 1.0 927932468.0593648 957168443.1264284 927423365.405832 958796082.5033529
58888.41022088 2458888.9111744235 229.58266320289113 39.1994640044868 0.0 2.0 0.0 927260279.5261884 956420442.9623768 926652342.440518 957947994.4260954
58888.411517175 2458888.912470733 231.4493280008901 41.066128802485764 0.0 2.0 1.0 928076468.4790866 957327371.5980157 927559925.8224192 958930878.5090725
58888.412813475 2458888.9137670468 233.3159999968484 42.93280079844408 0.0 2.0 0.0 927784534.1817124 956940952.705385 927303744.0408652 958596962.8195683
58888.414109770005 2458888.9150633556 235.18266480532475 44.79946560692042 0.0 2.0 1.0 928489910.5735431 957736793.2437232 927968448.1854371 959343595.4601462
58888.415406065 2458888.9163596635 237.0493296033237 46.666130404919386 0.0 2.0 0.0 927751761.2957623 956920742.8410755 927140765.5974138 958434943.3864546
58888.41670236 2458888.9176559714 238.91599440132268 48.53279520291835 0.0 2.0 1.0 928460865.154438 957696601.1932989 927946408.1928995 959315260.1481049
58888.450417545 2458888.951371881 287.46586079592817 1.8658656044863164 0.0 3.0 0.0 926062508.3069575 955280317.7215837 925424388.1410979 956879847.3408827
58888.451713845 2458888.952668221 289.33253280236386 3.7325376109220088 0.0 3.0 1.0 927349496.7338293 956606788.8955483 926844324.4937617 958235498.0127838
58888.45301014 2458888.9539645556 291.1991976003628 5.5992024089209735 0.0 3.0 0.0 926822680.6869676 955986600.6796008 926210641.2364523 957521819.227761
58888.454306435 2458888.9552608896 293.0658623983618 7.465867206919938 0.0 3.0 1.0 927655676.6249923 956901711.7259941 927161346.6516182 958547764.4557644
58888.455602735 2458888.9565572278 294.9325343943201 9.332539202878252 0.0 3.0 0.0 927011142.4531966 956172158.2306428 926403994.4653399 957716036.4062741
58888.45689903 2458888.95785356 296.79919920279644 11.199204011354595 0.0 3.0 1.0 927912990.6206932 957167921.6781303 927402833.6578317 958787460.788296
58888.458195325 2458888.959149891 298.6658640007954 13.06586880935356 0.0 3.0 0.0 927217920.2341638 956386293.2336674 926612231.1711624 957921499.1555005
58888.45949162 2458888.9604462204 300.5325287987944 14.932533607352525 0.0 3.0 1.0 927971575.099987 957229850.107295 927470554.0065825 958854750.7879317
58888.460787915 2458888.9617425487 302.39919359679334 16.79919840535149 0.0 3.0 0.0 927321412.634054 956496180.7817793 926713282.355442 958019281.9864451
58888.462084215 2458888.9630388804 304.26586560322903 18.665870411787182 0.0 3.0 1.0 928118667.1958649 957376031.9303883 927620138.4780213 958995463.0160998
58888.46338051 2458888.964335205 306.132530401228 20.532535209786147 0.0 3.0 0.0 927417498.71245 956589532.3552132 926818101.5781834 958123338.6773353
58888.464676805 2458888.9656315283 307.99919519922696 22.39920000778511 0.0 3.0 1.0 928187385.645988 957423756.3821013 927704851.5320016 959080160.7364414
58888.465973105 2458888.9669278553 309.8658671951853 24.265872003743425 0.0 3.0 0.0 927482513.2996097 956651694.2337692 926862070.3764483 958166740.00809
58888.467269400004 2458888.9682241757 311.7325320036616 26.13253681221977 0.0 3.0 1.0 928109311.3247939 957311634.8704197 927597735.292053 958882556.3257352
58888.46856588 2458888.9695206787 313.59946319949813 27.999468008056283 0.0 3.0 0.0 927424824.1089704 956583937.1933557 926824233.4935863 958123079.4742898
58888.46986199 2458888.9708168106 315.46586159965955 29.8658664082177 0.0 3.0 1.0 928228514.5566924 957477978.9510715 927728216.028365 959102621.6351972
58888.471158285 2458888.972113126 317.3325263976585 31.732531206216663 0.0 3.0 0.0 927477300.3607569 956644048.7205374 926867321.2431921 958169029.5817213
58888.472454585004 2458888.973409445 319.1991984040942 33.599203212652355 0.0 3.0 1.0 928173623.107897 957410029.4885932 927674069.0140758 959048836.6006503
58888.47375088 2458888.974705757 321.06586320209317 35.46586801065132 0.0 3.0 0.0 927472652.4379122 956624843.4002392 926855501.6172311 958153934.4141049
58888.475047175 2458888.9760020687 322.93252800009213 37.332532808650285 0.0 3.0 1.0 928208854.3620698 957467873.0740265 927700971.0258832 959073750.7709656
58888.476343475 2458888.977298384 324.79919999605045 39.1992048046086 0.0 3.0 0.0 927467597.1235585 956635394.8112051 926857994.6905026 958154816.3547788
58888.477639770004 2458888.978594694 326.6658648045268 41.06586961308494 0.0 3.0 1.0 928191594.4452248 957434919.118355 927690238.0133064 959062193.032551
58888.478936065 2458888.9798910026 328.53252960252576 42.93253441108391 0.0 3.0 0.0 927499572.2742815 956660005.2737802 926908356.9601501 958207389.6101105
58888.48023236 2458888.981187311 330.3991944005247 44.79919920908287 0.0 3.0 1.0 928272295.9054103 957524939.942213 927753773.2674607 959124701.5863663
58888.48152866 2458888.982483624 332.26586639648303 46.665871205041185 0.0 3.0 0.0 927437223.0389678 956601196.6353374 926830545.0050673 958126491.6370692
58888.482824955 2458888.9837799324 334.132531194482 48.53253600304015 0.0 3.0 1.0 928270958.9267101 957514231.932325 927825833.0477712 959195944.9195693
58946.83767614 2458947.3393639354 1.8658656044863164 1.8658656044863164 1.0 4.0 0.0 920391356.8026273 949573471.3943503 919737820.7752469 951149516.713448
58946.838972435 2458947.3406602414 3.7325304024852812 3.7325304024852812 1.0 4.0 1.0 924655176.0350208 953896922.110202 924121258.4474399 955433644.982296
58946.84026873 2458947.3419565475 5.599195200484246 5.599195200484246 1.0 4.0 0.0 924935965.738548 954122891.6532651 924298497.7903647 955639759.2249823
58946.84156503 2458947.3432528577 7.465867206919938 7.465867206919938 1.0 4.0 1.0 927128413.2257435 956358811.7726164 926598461.0441154 957910217.9584916
58946.842861325 2458947.3445491623 9.332532004918903 9.332532004918903 1.0 4.0 0.0 926767493.6072806 955963318.7766008 926133265.4763021 957474246.4080462
58946.84415762 2458947.3458454665 11.199196802917868 11.199196802917868 1.0 4.0 1.0 928505547.0733957 957745680.0013881 927996416.5785897 959307594.5530211
58946.84545392 2458947.3471417744 13.06586880935356 13.06586880935356 1.0 4.0 0.0 927820232.7229203 957014905.0374972 927198436.2065696 958539197.0628723
58946.846750215 2458947.348438077 14.932533607352525 14.932533607352525 1.0 4.0 1.0 929255473.6469901 958493174.2003148 928731052.2495292 960040591.8983389
58946.84804651 2458947.3497343785 16.79919840535149 16.79919840535149 1.0 4.0 0.0 928513376.9052848 957713551.5156672 927873048.1835084 959211953.2578273
58946.849342805 2458947.3510306785 18.665863203350455 18.665863203350455 1.0 4.0 1.0 929700402.4897579 958949498.597285 929186081.3327291 960502597.0070469
58946.8506391 2458947.3523269785 20.53252800134942 20.53252800134942 1.0 4.0 0.0 929003124.1550441 958200496.4040152 928372632.6017749 959706224.8782644
58946.8519354 2458947.3536232817 22.39920000778511 22.39920000778511 1.0 4.0 1.0 930048770.1962154 959293525.3951676 929523338.3815354 960833789.6925871
58946.853231695 2458947.354919579 24.265864805784076 24.265864805784076 1.0 4.0 0.0 929279725.4346012 958457853.3374909 928652627.3601588 959983508.9202697
58946.85452799 2458947.356215875 26.13252960378304 26.13252960378304 1.0 4.0 1.0 930315508.6893005 959550402.6950159 929804292.0430415 961109269.2542359
58946.85582429 2458947.3575121756 27.999201610218734 27.999201610218734 1.0 4.0 0.0 929559008.5512516 958762247.1414945 928925166.7411765 960259472.6246296
58946.857120585 2458947.35880847 29.8658664082177 29.8658664082177 1.0 4.0 1.0 930499096.1366117 959735101.7193186 930010915.9905572 961315984.7535505
58946.85841688 2458947.3601047634 31.732531206216663 31.732531206216663 1.0 4.0 0.0 929752798.1239262 958941669.8067626 929139420.0482912 960483013.2174685
58946.859713175 2458947.361401056 33.59919600421563 33.59919600421563 1.0 4.0 1.0 930636818.0805228 959886094.0057827 930116101.3505459 961430811.3877537
58946.861009475004 2458947.3626973527 35.46586801065132 35.46586801065132 1.0 4.0 0.0 929851912.4941936 959058954.8922296 929218675.9279666 960563074.6176039
58946.86230577 2458947.3639936442 37.332532808650285 37.332532808650285 1.0 4.0 1.0 930786929.7743388 960035525.1220673 930265085.9416283 961576790.9734771
58946.863602065 2458947.3652899344 39.19919760664925 39.19919760664925 1.0 4.0 0.0 929845325.9689317 959038947.1866801 929366814.201504 960708764.5572584
58946.86489836 2458947.3665862246 41.065862404648215 41.065862404648215 1.0 4.0 1.0 930588323.3154508 959804731.7138531 930058354.7536829 961375735.0916512
58946.866194660004 2458947.3678825195 42.93253441108391 42.93253441108391 1.0 4.0 0.0 929914769.7437315 959091352.2607765 929286953.8602805 960620822.3255061
58946.867490955 2458947.3691788097 44.79919920908287 44.79919920908287 1.0 4.0 1.0 930889355.9031656 960126099.6314867 930422688.076966 961727529.1232928
58946.86878725 2458947.370475099 46.66586400708184 46.66586400708184 1.0 4.0 0.0 930107769.2568879 959311413.2931889 929466619.557348 960796679.3974433
58946.870083545 2458947.3717713887 48.5325288050808 48.5325288050808 1.0 4.0 1.0 930893601.9507856 960116636.0596203 930359485.4025707 961655544.9481387
58946.900754845 2458947.4024427715 92.69920080900192 1.8658656044863164 1.0 5.0 0.0 928453097.2874653 957647516.5583041 927796493.7917151 959193659.0966969
58946.90205114 2458947.4037390784 94.56586560700089 3.7325304024852812 1.0 5.0 1.0 929909711.4402578 959160152.8300934 929394610.0082414 960719592.661624
58946.903347435 2458947.4050353845 96.43253040499985 5.599195200484246 1.0 5.0 0.0 929272928.9206 958484897.3381768 928629231.5654525 959981097.37677
58946.904643735004 2458947.4063316956 98.29920241143554 7.465867206919938 1.0 5.0 1.0 930275014.6823229 959531717.8663576 929784651.6745692 961106966.2129121
58946.90594003 2458947.4076280016 100.16586720943451 9.332532004918903 1.0 5.0 0.0 929493975.2634714 958697422.0889521 928863548.3176265 960209099.3744183
58946.907236325 2458947.408924307 102.03253200743347 11.199196802917868 1.0 5.0 1.0 930474141.2302835 959718286.6263237 929978687.8282671 961299080.030616
58946.90853262 2458947.410220612 103.89919680543244 13.065861600916833 1.0 5.0 0.0 929674126.2403738 958885123.8443912 929066556.3390832 960415954.4376302
58946.909828915 2458947.411516916 105.7658616034314 14.932526398915797 1.0 5.0 1.0 930600148.5786687 959835691.9188185 930066641.9221083 961384384.7888975
58946.911125215 2458947.4128132244 107.6325336098671 16.79919840535149 1.0 5.0 0.0 929837909.9537694 959033195.9537938 929233961.8888177 960578939.8217789
58946.91242151 2458947.414109527 109.49919840786606 18.665863203350455 1.0 5.0 1.0 930729640.0130064 959974749.9727802 930311199.0106956 961629808.579597
58946.913717805 2458947.415405829 111.36586320586503 20.53252800134942 1.0 5.0 0.0 929921551.3366967 959128166.1148846 929293180.2497973 960638836.274353
58946.915014105 2458947.4167021345 113.23253520182334 22.399199997307733 1.0 5.0 1.0 930816694.6528807 960063993.2693417 930294663.431282 961617794.1087518
58946.9163104 2458947.417998434 115.09920001029968 24.265864805784076 1.0 5.0 0.0 929976461.7967288 959170104.3887835 929358198.2079027 960702183.4370568
58946.917606695 2458947.419294733 116.96586480829865 26.13252960378304 1.0 5.0 1.0 930794870.8820939 960035692.7734889 930272281.483046 961582540.8704532
58946.91890299 2458947.4205910307 118.83252960629761 27.999194401782006 1.0 5.0 0.0 930102437.1305484 959282482.9535515 929481457.4442527 960815592.996223
58946.920199285 2458947.421887327 120.69919440429658 29.86585919978097 1.0 5.0 1.0 930817366.4037509 960060861.3626058 930299840.8558359 961607062.2554607
58946.921495585004 2458947.4231836274 122.56586641073227 31.732531206216663 1.0 5.0 0.0 930100293.0918825 959298759.0044386 929486362.2939978 960823188.8805571
58946.92279188 2458947.4244799227 124.43253120873123 33.59919600421563 1.0 5.0 1.0 930834103.2574432 960076562.9111414 930327801.8805428 961639221.5185833
58946.924088175 2458947.425776216 126.2991960067302 35.46586080221459 1.0 5.0 0.0 930079596.7891393 959270770.5996184 929471833.4578613 960810983.6154299
58946.925384475 2458947.427072514 128.1658680026885 37.332532798172906 1.0 5.0 1.0 930881454.4090881 960095323.1408741 930351964.2479398 961659777.5927886
58946.926680770004 2458947.428368806 130.03253281116486 39.19919760664925 1.0 5.0 0.0 930022286.5529786 959200055.6968075 929416184.5814278 960757050.8817403
58946.927977065 2458947.4296650975 131.89919760916382 41.065862404648215 1.0 5.0 1.0 930866142.7259605 960103623.8120906 930332205.2157396 961643898.099092
58946.92927336 2458947.4309613886 133.76586240716279 42.93252720264718 1.0 5.0 0.0 929937320.0562475 959128173.1121852 929311515.4029669 960653265.3439124
58946.930569660006 2458947.432257684 135.63253441359848 44.79919920908287 1.0 5.0 1.0 930612021.8406928 959841799.5554936 930090797.0249592 961414357.6560105
58946.931865955004 2458947.4335539737 137.49919921159744 46.66586400708184 1.0 5.0 0.0 929855461.7361541 959035653.1708034 929248336.9878813 960598748.6036615
58946.93316225 2458947.434850264 139.3658640095964 48.5325288050808 1.0 5.0 1.0 930812396.1733642 960048101.7222426 930277424.932801 961587361.7057186
58946.966831325 2458947.4685194087 187.84933200571686 1.865872791968286 1.0 6.0 0.0 927710503.6893362 956912512.5689721 927065126.9561307 958472726.0904021
58946.96812762 2458947.4698157148 189.71599680371583 3.732537589967251 1.0 6.0 1.0 929055799.6842529 958306925.774975 928560807.0977926 959891197.3399024
58946.96942392 2458947.471112026 191.58266881015152 5.599209596402943 1.0 6.0 0.0 928434415.5343406 957630912.8141949 927808190.7168632 959162786.4452317
58946.970720215 2458947.472408332 193.44933360815048 7.465874394401908 1.0 6.0 1.0 929428773.277933 958679169.8826754 928914099.1902683 960242169.082521
58946.97201651 2458947.473704638 195.31599840614945 9.332539192400873 1.0 6.0 0.0 928731663.3363746 957942531.4858507 928117548.2410717 959466945.5542704
58946.973312805 2458947.475000943 197.1826632041484 11.199203990399837 1.0 6.0 1.0 929652503.1542733 958913497.5721209 929139167.8652401 960466024.606815
58946.9746091 2458947.4762972477 199.04932800214738 13.065868788398802 1.0 6.0 0.0 929043234.6984224 958223741.3762801 928438699.7210808 959787547.7945621
58946.9759054 2458947.477593557 200.91600000858307 14.932540794834495 1.0 6.0 1.0 929766711.4637516 959005084.3081648 929262204.2966733 960580404.2867244
58946.977201695 2458947.4788898607 202.78266480658203 16.79920559283346 1.0 6.0 0.0 929084663.7455561 958284497.8516301 928476541.1845186 959822944.0053997
58946.97849799 2458947.480186163 204.649329604581 18.665870390832424 1.0 6.0 1.0 929856366.4001446 959097728.3511405 929355383.9602468 960673439.6824896
58946.979794290004 2458947.4814824695 206.5160016110167 20.532542397268116 1.0 6.0 0.0 929078374.1242242 958278326.774298 928455588.1842892 959798965.8164873
58946.981090585 2458947.48277877 208.38266640901566 22.39920719526708 1.0 6.0 1.0 929904531.3264017 959145682.3996421 929388512.2470562 960709628.7721982
58946.98238688 2458947.48407507 210.24933120701462 24.265871993266046 1.0 6.0 0.0 929194890.1950569 958382721.3405335 928564758.7339702 959906763.4937947
58946.983683175 2458947.4853713685 212.11599600501359 26.13253679126501 1.0 6.0 1.0 929972038.5736798 959170344.9007337 929450457.6534061 960679286.6394839
58946.984979475004 2458947.4866676712 213.98266801144928 27.999208797700703 1.0 6.0 0.0 929199066.3280826 958401728.8921592 928608128.2432594 959946502.4346502
58946.98627577 2458947.4879639675 215.84933280944824 29.865873595699668 1.0 6.0 1.0 930062679.9296284 959308741.9019519 929554030.4022555 960868817.6236447
58946.987572065 2458947.4892602633 217.7159976074472 31.732538393698633 1.0 6.0 0.0 929262728.1844611 958442424.128648 928627557.4972943 959960898.4237945
58946.98886836 2458947.490556558 219.58266240544617 33.5992031916976 1.0 6.0 1.0 930107586.9113684 959342677.8387907 929579549.1008744 960889463.3979474
